Cell_ID,AP1Amplitude,AP2Amplitude,AP12AmplitudeDrop,AP12AmplitudeChangePercent,AP1SSAmplitudeChange,AP1WidthHalfHeight,AP2WidthHalfHeight,AP12HalfWidthChangePercent,AP1WidthPeakToTrough,AP2WidthPeakToTrough,AP1RateOfChangePeakToTrough,AP2RateOfChangePeakToTrough,AP12RateOfChangePeakToTroughPercentChange,AP1AHPDepth,AP2AHPDepth,AP12AHPDepthPercentChange,AP1DelayMean,AP2DelayMean,AP1DelaySD,AP2DelaySD,AP1DelayMeanStrongStim,AP2DelayMeanStrongStim,AP1DelaySDStrongStim,AP2DelaySDStrongStim,Burst1ISIMean,Burst1ISIMeanStrongStim,Burst1ISISD,Burst1ISISDStrongStim,InitialAccommodationMean,SSAccommodationMean,AccommodationRateToSS,AccommodationAtSSMean,AccommodationRateMeanAtSS,ISIMedian,ISICV,ISIBurstMeanChange,SpikeRateStrongStim,InputResistance,SteadyStateAPs,FrequencyPassAbove,FrequencyPassBelow,RampFirstSpike,ClusterPath,Cluster,WasNoise
NMLCL000096,76.06506666610609,74.5734583317933,1.4894272672011055,-1.7075234313621026,1.8254234964012068,0.7660688243043056,0.7660688243043056,0.0,2.0678439235436654,2.0822979893958364,-4.3159083962159706,-4.2856611902040855,-2.073581397559094,3.860699451009935,3.8674962784980607,0.9570987101128152,3.716276472354192,5.022691113123374,0.0,0.0,2.6029145897811468,4.2482873147196845,0.0,0.0,4.859728580887342,4.107369691150395,0.0,0.0,-50.0,-50.0,-0.19924266054288445,-83.69750711603021,5.929999203549291,6.154670277653909,2.0882909275706933,4.288868384246001,3.2259365392535724,6.676235724898644,0.0,4.216192878969989,5.799909457150003,8.46110165546786,/,-1,False
NMLCL000097,84.79494399807079,83.3698699921201,1.4542693217094205,-1.5830430090433745,1.7687511477332611,0.6528635827448365,0.6528635827448365,0.0,1.8214503420359243,1.828873469627236,-4.700968875471738,-4.679657379071554,-1.774910783952426,3.9342417225400936,3.9380425202733313,0.6388624269430336,3.5302997600421104,4.8912684596424345,0.0,0.0,2.4601886832304043,4.187239609759116,0.0,0.0,4.726654310158935,4.059855819217817,0.0,0.0,-50.0,-25.0,-0.11420769184477852,-84.6787595735413,5.791014395448787,6.06366557281059,2.115161192291253,4.113312536841172,3.3134485510022165,7.320533379197498,0.0,4.216192878969989,5.219111074443576,8.457735099527246,/,-1,False
NMLCL000098,83.35745600159791,82.2112599910485,1.2917676530829312,-1.4269899429003627,1.2436320453348872,0.6765531073444551,0.6765531073444551,0.0,1.744021120456796,1.744021120456796,-4.794363039708209,-4.7861012265239165,-1.068265184947655,4.002019674440112,4.012949323864445,1.2746816736738926,3.531647987491045,4.945632144857985,0.0,0.0,2.2913196859070597,4.171732305517788,0.0,0.0,4.834236502052241,4.074837789556628,0.0,0.0,-50.0,-50.0,-0.20755799789088206,-83.6335780121043,5.933459251982327,6.127208047872415,2.0870480167529197,4.38818272143337,3.270649533838184,7.249279778239185,0.0,4.216192878969989,5.799909457150003,8.46297518156238,/,-1,False
NMLCL000099,68.8976399994792,68.2866400060265,0.878331061960015,-1.1125102369888065,1.162405388765254,0.8580364872426698,0.8580364872426698,0.0,3.3390924782067537,3.4016163272255318,-2.820358102495834,-2.7572341371506,-2.7712155669588414,3.358738605376293,3.390889990502788,2.1741278954514107,4.656662169810589,5.715426477038339,0.0,0.0,3.563471849698335,4.7891971664700215,0.0,0.0,5.480913417435874,4.512843707292257,0.0,0.0,-66.6666666666667,-66.6666666666667,-1.1947054951603389,-72.9587705278977,6.418044341585298,6.425147341735407,2.1159811885376643,4.562982286704508,3.023929591143353,6.8301340567584905,0.0,4.216192878969989,4.843998013613824,8.492276122817499,/,-1,False
NMLCL000100,68.7069040016432,70.70570000232641,-1.7231946648989087,2.0410379303433386,-0.3962993640265993,0.7223122645279223,0.7223122645279223,-2.7755575615628532e-14,2.1133801318362733,2.107800218719356,-4.231790065428875,-4.260470988570266,2.053918466977922,4.04606464569749,4.0518233757135285,0.8559018823691004,3.8929410769461703,5.06791126759987,0.0,0.0,2.557565583604459,4.2049181454506,0.0,0.0,4.795117813578167,4.0726831899543,0.0,0.0,-50.0,-25.0,-0.11572702922281795,-81.9673428455542,5.947984357807778,6.075907953985036,2.1308922479993795,3.7727005721594034,3.3134485510022165,6.996081976088912,0.0,4.216192878969989,4.8364399830235945,8.457045754286579,/,-1,False
NMLCL000101,74.0417333345987,73.4438320006181,0.8657208149875827,-1.0506055085881252,1.087896623820525,0.8182022662053825,0.8182022662053825,0.0,2.7574477902755374,2.825229241056588,-3.544156403787405,-3.4709214428313686,-2.8760519904158275,3.8276793045505793,3.842149991528,1.4885981362803875,4.1770459470945385,5.3679675056872735,0.0,0.0,3.1762510584140164,4.573707023678422,0.0,0.0,5.473838719485145,4.373230599293415,0.0,0.0,-66.6666666666667,-33.3333333333333,-0.13759262739297493,-79.96734578572791,6.153382750360702,6.445623909746714,2.069825411882546,5.609073068223664,2.9663384776981436,7.468487984614682,0.0,4.216192878969989,5.09039345379942,8.47630916773263,/,-1,False
NMLCL000102,57.067924800496705,49.8259120010076,2.872171015937968,-3.4085098953426,4.885855948440324,1.1373130589822291,1.3191059721817258,4.227940637990129,3.0372715803442634,3.254782193953785,-3.0241067864035784,-2.7021853818846724,-4.213830411182185,3.646443663704236,3.6055665398617402,-2.348468793420392,3.959664870554516,5.228164157308108,0.0,0.0,3.0272818138347986,4.4619481273088635,0.0,0.0,6.091914652560821,4.300371079065285,2.8421709430404e-14,0.0,-50.0,-100.0,-1.1947054951603389,-82.4043374416755,3.1791303340432004,6.538295745547561,1.7624085906721965,6.9630629971483815,2.3234009323077207,6.9813302680901375,0.0,4.216192878969989,4.9319604599039435,8.46324254183844,/,-1,False
NMLCL000103,74.76013142921579,73.36793999813241,1.4364262691153282,-1.665421047643086,1.7111450166712463,0.7767152131210331,0.7767152131210331,-5.018208071305581e-14,2.2748846693468208,2.3323810904035542,-4.0804076910849885,-4.008463477996084,-2.8483151680287677,3.8983536178298417,3.921485592047956,1.8717911404941188,3.9723181339087854,5.204546707448337,0.0,0.0,2.930121417670981,4.422933900758413,0.0,0.0,5.100427828441086,4.242843875617804,0.0,0.0,-33.3333333333333,-66.6666666666667,-1.1947054951603389,-82.86800373211359,5.9674509170500265,6.287404162050122,2.0334557427185564,4.8101238474604555,3.1300252667121877,6.8245168133292715,0.0,4.216192878969989,4.837131797816691,8.471408680642746,/,-1,False
NMLCL000104,77.69966499968679,68.59042666869121,3.089896139426733,-3.3320153938714667,3.426413518124904,0.6996944006621268,0.7334322069386089,2.8153753764607394,1.970035046518959,2.0352898758368685,-4.492381915160553,-4.3318182400476095,-3.5707259131959916,4.074566587224746,4.095229655384337,1.7733373806479171,2.9532106923249666,4.667105153162241,0.0,0.0,2.127195198623145,3.9392598869123847,0.0,0.0,5.253827912011189,3.8507575039797235,1.4210854715202e-14,0.0,-25.0,-50.0,-0.20210277479541447,-78.05624856934,5.564035872322658,5.9622687595355135,2.3474307861195003,6.301188894142644,3.393914677028147,6.235225313152284,0.0,4.216192878969989,5.799909457150003,8.497916374574709,/,-1,False
NMLCL000105,70.88921523738401,69.2752076213481,1.5510436184824854,-1.831385854215231,2.1580362166048843,0.8079907446441833,0.8283105657598477,2.2542445499521118,2.5787517151694828,2.6462959708933886,-3.680173585768736,-3.587778414058417,-3.0840751667333643,3.7435425810055056,3.725990200119493,-1.6299169563697626,3.702175282790895,4.979771585911825,0.0,0.0,2.7292948404866277,4.258109195258946,0.0,0.0,4.811736300539296,4.091524702652538,0.0,0.0,-50.0,-50.0,-0.30446352310745683,-85.49170802636151,5.8208386119475675,6.150701810343175,2.073422314185189,4.32808028150115,3.2259365392535724,6.5616840428021925,0.0,4.216192878969989,5.799909457150003,8.454087424814189,/,-1,False
NMLCL000106,69.1400719999547,67.9696266702014,1.3069940481142797,-1.5888180563436622,1.5337611065723469,0.8580364872426698,0.8580364872426698,0.0,2.5377425949277748,2.5857151745875675,-3.745095341562541,-3.686411347039496,-2.6700929886595555,3.92874433898033,3.948135152973138,1.7225742894470724,4.28002131598676,5.44860122993902,0.0,0.0,3.2538932492596078,4.614677001175996,0.0,0.0,5.592046369905968,4.408883174710381,0.0,0.0,-33.3333333333333,-33.3333333333333,-0.1304849700130681,-77.6038861358398,6.166769772061152,6.46330429375955,2.1229444200568124,5.732926515541805,2.9663384776981436,6.690780410267307,0.0,4.216192878969989,5.799909457150003,8.479723841393241,/,-1,False
NMLCL000107,78.4408500026775,77.8926680085475,0.8163535442197065,-0.9590267938169412,1.1016162704649224,0.6881906924417446,0.6881906924417446,2.9753977059953754e-14,1.744021120456796,1.7399877095170158,-4.723834798096849,-4.721628631716902,-0.4134170757546244,3.8951144299748712,3.8877655353859466,-1.0009806611981056,4.07483778955662,5.253767726732837,0.0,0.0,2.571739425759973,4.292690018682878,0.0,0.0,4.988755197754835,4.153270878812688,0.0,0.0,-50.0,-50.0,-0.17375418013014654,-76.5089660650328,6.327673485019449,6.063504895217411,2.1363712515313367,3.856000097356913,3.3544907454401214,6.1823827519349495,0.0,4.216192878969989,4.6355017644184064,8.471056691783014,/,-1,False
