,Model_ID,Model_Name,Filename
462,NMLCL000541,Layer 4 Continuous Accommodating Nest Basket Cell (5),cACint209_L4_NBC_9060dda08b_0_0
463,NMLCL000542,Layer 4 Continuous Accommodating Neurogliaform Cell (1),cACint209_L4_NGC_00ae03b116_0_0
464,NMLCL000543,Layer 4 Continuous Accommodating Neurogliaform Cell (2),cACint209_L4_NGC_5afa44ef6a_0_0
465,NMLCL000544,Layer 4 Continuous Accommodating Neurogliaform Cell (3),cACint209_L4_NGC_5c53c04d48_0_0
466,NMLCL000545,Layer 4 Continuous Accommodating Neurogliaform Cell (4),cACint209_L4_NGC_9f0f008375_0_0
467,NMLCL000546,Layer 4 Continuous Accommodating Neurogliaform Cell (5),cACint209_L4_NGC_ceb889b1bc_0_0
468,NMLCL000547,Layer 4 Continuous Accommodating Small Basket Cell (1),cACint209_L4_SBC_12caedd28c_0_0
469,NMLCL000548,Layer 4 Continuous Accommodating Small Basket Cell (2),cACint209_L4_SBC_4148f86d4f_0_0
470,NMLCL000549,Layer 4 Continuous Accommodating Small Basket Cell (3),cACint209_L4_SBC_684e05d4eb_0_0
471,NMLCL000550,Layer 4 Continuous Accommodating Small Basket Cell (4),cACint209_L4_SBC_7382b080d8_0_0
472,NMLCL000551,Layer 4 Continuous Accommodating Small Basket Cell (5),cACint209_L4_SBC_fc7c18ae57_0_0
473,NMLCL000552,Layer 5 Continuous Accommodating Bipolar Cell (1),cACint209_L5_BP_46b07f0520_0_0
474,NMLCL000553,Layer 5 Continuous Accommodating Bipolar Cell (2),cACint209_L5_BP_946d6468c0_0_0
475,NMLCL000554,Layer 5 Continuous Accommodating Bipolar Cell (3),cACint209_L5_BP_94d2820eba_0_0
476,NMLCL000555,Layer 5 Continuous Accommodating Bipolar Cell (4),cACint209_L5_BP_b43315e986_0_0
477,NMLCL000556,Layer 5 Continuous Accommodating Bipolar Cell (5),cACint209_L5_BP_f600080385_0_0
478,NMLCL000557,Layer 5 Continuous Accommodating Bitufted Cell (1),cACint209_L5_BTC_0a7f6392e3_0_0
479,NMLCL000558,Layer 5 Continuous Accommodating Bitufted Cell (2),cACint209_L5_BTC_41f7db5b85_0_0
480,NMLCL000559,Layer 5 Continuous Accommodating Bitufted Cell (3),cACint209_L5_BTC_6ab22ae2e0_0_0
481,NMLCL000560,Layer 5 Continuous Accommodating Bitufted Cell (4),cACint209_L5_BTC_7412fd9a84_0_0
482,NMLCL000561,Layer 5 Continuous Accommodating Bitufted Cell (5),cACint209_L5_BTC_a4bce5d682_0_0
483,NMLCL000562,Layer 5 Continuous Accommodating Chandelier Cell (1),cACint209_L5_ChC_759d7f7dc1_0_0
484,NMLCL000563,Layer 5 Continuous Accommodating Chandelier Cell (2),cACint209_L5_ChC_8eec342856_0_0
485,NMLCL000564,Layer 5 Continuous Accommodating Chandelier Cell (3),cACint209_L5_ChC_ab30296908_0_0
486,NMLCL000565,Layer 5 Continuous Accommodating Chandelier Cell (4),cACint209_L5_ChC_c38923facb_0_0
487,NMLCL000566,Layer 5 Continuous Accommodating Chandelier Cell (5),cACint209_L5_ChC_e98f63217d_0_0
488,NMLCL000567,Layer 5 Continuous Accommodating Double Bouquet Cell (1),cACint209_L5_DBC_189fcfd9e0_0_0
489,NMLCL000568,Layer 5 Continuous Accommodating Double Bouquet Cell (2),cACint209_L5_DBC_5f1980557e_0_0
490,NMLCL000569,Layer 5 Continuous Accommodating Double Bouquet Cell (3),cACint209_L5_DBC_6a2bbf2a1b_0_0
491,NMLCL000570,Layer 5 Continuous Accommodating Double Bouquet Cell (4),cACint209_L5_DBC_74050baf6d_0_0
492,NMLCL000571,Layer 5 Continuous Accommodating Double Bouquet Cell (5),cACint209_L5_DBC_e2f2301440_0_0
493,NMLCL000572,Layer 5 Continuous Accommodating Large Basket Cell (1),cACint209_L5_LBC_09c47b4905_0_0
494,NMLCL000573,Layer 5 Continuous Accommodating Large Basket Cell (2),cACint209_L5_LBC_126a82ac08_0_0
495,NMLCL000574,Layer 5 Continuous Accommodating Large Basket Cell (3),cACint209_L5_LBC_3285d77dba_0_0
496,NMLCL000575,Layer 5 Continuous Accommodating Large Basket Cell (4),cACint209_L5_LBC_b1fb5cc4b0_0_0
497,NMLCL000576,Layer 5 Continuous Accommodating Large Basket Cell (5),cACint209_L5_LBC_e7a596714b_0_0
498,NMLCL000577,Layer 5 Continuous Accommodating Martinotti Cell (1),cACint209_L5_MC_42542e071a_0_0
499,NMLCL000578,Layer 5 Continuous Accommodating Martinotti Cell (2),cACint209_L5_MC_575d31ccfd_0_0
500,NMLCL000579,Layer 5 Continuous Accommodating Martinotti Cell (3),cACint209_L5_MC_bf2b2fbcbf_0_0
501,NMLCL000580,Layer 5 Continuous Accommodating Martinotti Cell (4),cACint209_L5_MC_cc2a170ef6_0_0
502,NMLCL000581,Layer 5 Continuous Accommodating Martinotti Cell (5),cACint209_L5_MC_fdc7bd1d07_0_0
503,NMLCL000582,Layer 5 Continuous Accommodating Nest Basket Cell (1),cACint209_L5_NBC_3064d86d49_0_0
504,NMLCL000583,Layer 5 Continuous Accommodating Nest Basket Cell (2),cACint209_L5_NBC_3bb78a3daa_0_0
505,NMLCL000584,Layer 5 Continuous Accommodating Nest Basket Cell (3),cACint209_L5_NBC_63fe8b2e25_0_0
506,NMLCL000585,Layer 5 Continuous Accommodating Nest Basket Cell (4),cACint209_L5_NBC_ac16f8ddcb_0_0
507,NMLCL000586,Layer 5 Continuous Accommodating Nest Basket Cell (5),cACint209_L5_NBC_e9641cafc3_0_0
508,NMLCL000587,Layer 5 Continuous Accommodating Neurogliaform Cell (1),cACint209_L5_NGC_182e4f4a95_0_0
509,NMLCL000588,Layer 5 Continuous Accommodating Neurogliaform Cell (2),cACint209_L5_NGC_2ab508e906_0_0
510,NMLCL000589,Layer 5 Continuous Accommodating Neurogliaform Cell (3),cACint209_L5_NGC_82e62003c9_0_0
511,NMLCL000590,Layer 5 Continuous Accommodating Neurogliaform Cell (4),cACint209_L5_NGC_9ee242e8ff_0_0
512,NMLCL000591,Layer 5 Continuous Accommodating Neurogliaform Cell (5),cACint209_L5_NGC_a22132f37b_0_0
513,NMLCL000592,Layer 5 Continuous Accommodating Small Basket Cell (1),cACint209_L5_SBC_0e6ba49679_0_0
514,NMLCL000593,Layer 5 Continuous Accommodating Small Basket Cell (2),cACint209_L5_SBC_3ba116236f_0_0
515,NMLCL000594,Layer 5 Continuous Accommodating Small Basket Cell (3),cACint209_L5_SBC_5318cbf0cb_0_0
516,NMLCL000595,Layer 5 Continuous Accommodating Small Basket Cell (4),cACint209_L5_SBC_61a753bff1_0_0
517,NMLCL000596,Layer 5 Continuous Accommodating Small Basket Cell (5),cACint209_L5_SBC_e8567af242_0_0
518,NMLCL000597,Layer 6 Continuous Accommodating Bipolar Cell (1),cACint209_L6_BP_31899e6d75_0_0
519,NMLCL000598,Layer 6 Continuous Accommodating Bipolar Cell (2),cACint209_L6_BP_52bbfb0292_0_0
520,NMLCL000599,Layer 6 Continuous Accommodating Bipolar Cell (3),cACint209_L6_BP_a6fb2fe3a5_0_0
521,NMLCL000600,Layer 6 Continuous Accommodating Bipolar Cell (4),cACint209_L6_BP_b4ffa23859_0_0
522,NMLCL000601,Layer 6 Continuous Accommodating Bipolar Cell (5),cACint209_L6_BP_ce89d46a17_0_0
523,NMLCL000602,Layer 6 Continuous Accommodating Bitufted Cell (1),cACint209_L6_BTC_045fb87685_0_0
524,NMLCL000603,Layer 6 Continuous Accommodating Bitufted Cell (2),cACint209_L6_BTC_0aac470ea8_0_0
525,NMLCL000604,Layer 6 Continuous Accommodating Bitufted Cell (3),cACint209_L6_BTC_2d87a29e8a_0_0
526,NMLCL000605,Layer 6 Continuous Accommodating Bitufted Cell (4),cACint209_L6_BTC_bc69dce0ae_0_0
527,NMLCL000606,Layer 6 Continuous Accommodating Bitufted Cell (5),cACint209_L6_BTC_c021ea90e3_0_0
528,NMLCL000607,Layer 6 Continuous Accommodating Chandelier Cell (1),cACint209_L6_ChC_14a89428ba_0_0
529,NMLCL000608,Layer 6 Continuous Accommodating Chandelier Cell (2),cACint209_L6_ChC_6a369a07f4_0_0
530,NMLCL000609,Layer 6 Continuous Accommodating Chandelier Cell (3),cACint209_L6_ChC_8eec342856_0_0
531,NMLCL000610,Layer 6 Continuous Accommodating Chandelier Cell (4),cACint209_L6_ChC_9060a4c27e_0_0
532,NMLCL000611,Layer 6 Continuous Accommodating Chandelier Cell (5),cACint209_L6_ChC_9cc7bcef1d_0_0
533,NMLCL000612,Layer 6 Continuous Accommodating Double Bouquet Cell (1),cACint209_L6_DBC_0271760b42_0_0
534,NMLCL000613,Layer 6 Continuous Accommodating Double Bouquet Cell (2),cACint209_L6_DBC_42ed26968e_0_0
535,NMLCL000614,Layer 6 Continuous Accommodating Double Bouquet Cell (3),cACint209_L6_DBC_98012db3f3_0_0
536,NMLCL000615,Layer 6 Continuous Accommodating Double Bouquet Cell (4),cACint209_L6_DBC_d59edbb45e_0_0
537,NMLCL000616,Layer 6 Continuous Accommodating Double Bouquet Cell (5),cACint209_L6_DBC_e432520e46_0_0
538,NMLCL000617,Layer 6 Continuous Accommodating Martinotti Cell (1),cACint209_L6_MC_0686f3517c_0_0
539,NMLCL000618,Layer 6 Continuous Accommodating Martinotti Cell (2),cACint209_L6_MC_5597e4d536_0_0
540,NMLCL000619,Layer 6 Continuous Accommodating Martinotti Cell (3),cACint209_L6_MC_62cf39b45d_0_0
541,NMLCL000620,Layer 6 Continuous Accommodating Martinotti Cell (4),cACint209_L6_MC_792eb41cce_0_0
542,NMLCL000621,Layer 6 Continuous Accommodating Martinotti Cell (5),cACint209_L6_MC_df869132b9_0_0
543,NMLCL000622,Layer 6 Continuous Accommodating Nest Basket Cell (1),cACint209_L6_NBC_0de57faa51_0_0
544,NMLCL000623,Layer 6 Continuous Accommodating Nest Basket Cell (2),cACint209_L6_NBC_495063b057_0_0
545,NMLCL000624,Layer 6 Continuous Accommodating Nest Basket Cell (3),cACint209_L6_NBC_780c5f5ae3_0_0
546,NMLCL000625,Layer 6 Continuous Accommodating Nest Basket Cell (4),cACint209_L6_NBC_a3972c5d97_0_0
547,NMLCL000626,Layer 6 Continuous Accommodating Nest Basket Cell (5),cACint209_L6_NBC_ad3dd575d2_0_0
548,NMLCL000627,Layer 6 Continuous Accommodating Neurogliaform Cell (1),cACint209_L6_NGC_2ab508e906_0_0
549,NMLCL000628,Layer 6 Continuous Accommodating Neurogliaform Cell (2),cACint209_L6_NGC_48dc33e388_0_0
550,NMLCL000629,Layer 6 Continuous Accommodating Neurogliaform Cell (3),cACint209_L6_NGC_913febfa36_0_0
551,NMLCL000630,Layer 6 Continuous Accommodating Neurogliaform Cell (4),cACint209_L6_NGC_a5e20f50a4_0_0
552,NMLCL000631,Layer 6 Continuous Accommodating Neurogliaform Cell (5),cACint209_L6_NGC_c750503224_0_0
553,NMLCL000632,Layer 6 Continuous Accommodating Small Basket Cell (1),cACint209_L6_SBC_02fff5e56a_0_0
554,NMLCL000633,Layer 6 Continuous Accommodating Small Basket Cell (2),cACint209_L6_SBC_1994e395b2_0_0
555,NMLCL000634,Layer 6 Continuous Accommodating Small Basket Cell (3),cACint209_L6_SBC_48827298f3_0_0
556,NMLCL000635,Layer 6 Continuous Accommodating Small Basket Cell (4),cACint209_L6_SBC_63156a236c_0_0
557,NMLCL000636,Layer 6 Continuous Accommodating Small Basket Cell (5),cACint209_L6_SBC_6c406e9f09_0_0
558,NMLCL000637,Layer 2/3 Continuous Accommodating Pyramidal Cell (1),cADpyr229_L23_PC_5ecbf9b163_0_0
559,NMLCL000638,Layer 2/3 Continuous Accommodating Pyramidal Cell (2),cADpyr229_L23_PC_863902f300_0_0
560,NMLCL000639,Layer 2/3 Continuous Accommodating Pyramidal Cell (3),cADpyr229_L23_PC_8ef1aa6602_0_0
561,NMLCL000640,Layer 2/3 Continuous Accommodating Pyramidal Cell (4),cADpyr229_L23_PC_c292d67a2e_0_0
562,NMLCL000641,Layer 2/3 Continuous Accommodating Pyramidal Cell (5),cADpyr229_L23_PC_c2e79db05a_0_0
563,NMLCL000642,Layer 4 Continuous Accommodating Pyramidal Cell (1),cADpyr230_L4_PC_0dbf678e7f_0_0
564,NMLCL000643,Layer 4 Continuous Accommodating Pyramidal Cell (2),cADpyr230_L4_PC_2d5807a37b_0_0
565,NMLCL000644,Layer 4 Continuous Accommodating Pyramidal Cell (3),cADpyr230_L4_PC_75e11d6cee_0_0
566,NMLCL000645,Layer 4 Continuous Accommodating Pyramidal Cell (4),cADpyr230_L4_PC_d3b8beb606_0_0
567,NMLCL000646,Layer 4 Continuous Accommodating Pyramidal Cell (5),cADpyr230_L4_PC_f15e35e578_0_0
568,NMLCL000647,Layer 4 Continuous Accommodating Star Pyramidal Cell (1),cADpyr230_L4_SP_0dc3a9acaf_0_0
569,NMLCL000648,Layer 4 Continuous Accommodating Star Pyramidal Cell (2),cADpyr230_L4_SP_1c98df1fde_0_0
570,NMLCL000649,Layer 4 Continuous Accommodating Star Pyramidal Cell (3),cADpyr230_L4_SP_274e5a90fb_0_0
571,NMLCL000650,Layer 4 Continuous Accommodating Star Pyramidal Cell (4),cADpyr230_L4_SP_6fe41ae9cd_0_0
572,NMLCL000651,Layer 4 Continuous Accommodating Star Pyramidal Cell (5),cADpyr230_L4_SP_c3f779f565_0_0
573,NMLCL000652,Layer 4 Continuous Accommodating Spiny Stellate Cell (1),cADpyr230_L4_SS_08eefff078_0_0
574,NMLCL000653,Layer 4 Continuous Accommodating Spiny Stellate Cell (2),cADpyr230_L4_SS_1afeb14f17_0_0
575,NMLCL000654,Layer 4 Continuous Accommodating Spiny Stellate Cell (3),cADpyr230_L4_SS_9e49de205b_0_0
576,NMLCL000655,Layer 4 Continuous Accommodating Spiny Stellate Cell (4),cADpyr230_L4_SS_a5ca6392b3_0_0
577,NMLCL000656,Layer 4 Continuous Accommodating Spiny Stellate Cell (5),cADpyr230_L4_SS_a8ef0f9d97_0_0
578,NMLCL000657,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (1),cADpyr231_L6_BPC_05f7073f5f_0_0
579,NMLCL000658,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (2),cADpyr231_L6_BPC_1ed55c8860_0_0
580,NMLCL000659,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (3),cADpyr231_L6_BPC_2f96fbbd13_0_0
581,NMLCL000660,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (4),cADpyr231_L6_BPC_3406e7f0b2_0_0
582,NMLCL000661,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (5),cADpyr231_L6_BPC_4e9a9465d3_0_0
583,NMLCL000662,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (1),cADpyr231_L6_IPC_5ada6448ea_0_0
584,NMLCL000663,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (2),cADpyr231_L6_IPC_80ec904753_0_0
585,NMLCL000664,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (3),cADpyr231_L6_IPC_8d0f3a7d2e_0_0
586,NMLCL000665,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (4),cADpyr231_L6_IPC_c56c0e0779_0_0
587,NMLCL000666,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (5),cADpyr231_L6_IPC_c95b8bde99_0_0
588,NMLCL000667,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (1),cADpyr231_L6_TPC_L1_1856ba2db5_0_0
589,NMLCL000668,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (2),cADpyr231_L6_TPC_L1_44f2206f70_0_0
590,NMLCL000669,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (3),cADpyr231_L6_TPC_L1_68efb03f39_0_0
591,NMLCL000670,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (4),cADpyr231_L6_TPC_L1_7fc2c927c9_0_0
592,NMLCL000671,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (5),cADpyr231_L6_TPC_L1_f2d985e7ff_0_0
593,NMLCL000672,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (1),cADpyr231_L6_TPC_L4_0cb1e9aa6b_0_0
594,NMLCL000673,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (2),cADpyr231_L6_TPC_L4_117b9dfb71_0_0
595,NMLCL000674,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (3),cADpyr231_L6_TPC_L4_184fd5677b_0_0
596,NMLCL000675,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (4),cADpyr231_L6_TPC_L4_3f1b0bd478_0_0
597,NMLCL000676,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (5),cADpyr231_L6_TPC_L4_91b667d362_0_0
598,NMLCL000677,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (1),cADpyr231_L6_UTPC_15731e5081_0_0
599,NMLCL000678,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (2),cADpyr231_L6_UTPC_186e8dd6aa_0_0
600,NMLCL000679,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (3),cADpyr231_L6_UTPC_295f0e6025_0_0
601,NMLCL000680,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (4),cADpyr231_L6_UTPC_9d28264fcd_0_0
602,NMLCL000681,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (5),cADpyr231_L6_UTPC_9f3da79327_0_0
603,NMLCL000682,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (1),cADpyr232_L5_STPC_4ec7a36770_0_0
604,NMLCL000683,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (2),cADpyr232_L5_STPC_6d41d50fcb_0_0
605,NMLCL000684,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (3),cADpyr232_L5_STPC_a78c3cbca8_0_0
606,NMLCL000685,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (4),cADpyr232_L5_STPC_d16b0be14e_0_0
607,NMLCL000686,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (5),cADpyr232_L5_STPC_d63221b7a8_0_0
608,NMLCL000687,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (1),cADpyr232_L5_TTPC1_0fb1ca4724_0_0
609,NMLCL000688,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (2),cADpyr232_L5_TTPC1_b6836fcf6f_0_0
610,NMLCL000689,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (3),cADpyr232_L5_TTPC1_da1088139b_0_0
611,NMLCL000690,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (4),cADpyr232_L5_TTPC1_ded64abc4d_0_0
612,NMLCL000691,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (5),cADpyr232_L5_TTPC1_fc944c2cf3_0_0
613,NMLCL000692,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (1),cADpyr232_L5_TTPC2_8052133265_0_0
614,NMLCL000693,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (2),cADpyr232_L5_TTPC2_8bab918b58_0_0
615,NMLCL000694,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (3),cADpyr232_L5_TTPC2_a28017c6c7_0_0
616,NMLCL000695,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (4),cADpyr232_L5_TTPC2_a467781f53_0_0
617,NMLCL000696,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (5),cADpyr232_L5_TTPC2_c46a93702c_0_0
618,NMLCL000697,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (1),cADpyr232_L5_UTPC_34f655e7f8_0_0
619,NMLCL000698,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (2),cADpyr232_L5_UTPC_5e3840b51e_0_0
620,NMLCL000699,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (3),cADpyr232_L5_UTPC_79412a7e72_0_0
621,NMLCL000700,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (4),cADpyr232_L5_UTPC_d736225429_0_0
622,NMLCL000701,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (5),cADpyr232_L5_UTPC_da1143b075_0_0
623,NMLCL000702,Layer 1 Continuous Irregular Horizontal Axon Cell (1),cIR216_L1_HAC_5c847ea2ef_0_0
624,NMLCL000703,Layer 1 Continuous Irregular Horizontal Axon Cell (2),cIR216_L1_HAC_84f0f8f321_0_0
625,NMLCL000704,Layer 1 Continuous Irregular Horizontal Axon Cell (3),cIR216_L1_HAC_a67a175a7c_0_0
626,NMLCL000705,Layer 1 Continuous Irregular Horizontal Axon Cell (4),cIR216_L1_HAC_cc210b8244_0_0
627,NMLCL000706,Layer 1 Continuous Irregular Horizontal Axon Cell (5),cIR216_L1_HAC_edfad4a560_0_0
628,NMLCL000707,Layer 2/3 Continuous Irregular Nest Basket Cell (1),cIR216_L23_NBC_1f21a64cc1_0_0
629,NMLCL000708,Layer 2/3 Continuous Irregular Nest Basket Cell (2),cIR216_L23_NBC_2ee5947bbf_0_0
630,NMLCL000709,Layer 2/3 Continuous Irregular Nest Basket Cell (3),cIR216_L23_NBC_84b7be2a4c_0_0
631,NMLCL000710,Layer 2/3 Continuous Irregular Nest Basket Cell (4),cIR216_L23_NBC_a489bc1d50_0_0
632,NMLCL000711,Layer 2/3 Continuous Irregular Nest Basket Cell (5),cIR216_L23_NBC_d359064733_0_0
633,NMLCL000712,Layer 4 Continuous Irregular Double Bouquet Cell (1),cIR216_L4_DBC_6649d38fd5_0_0
634,NMLCL000713,Layer 4 Continuous Irregular Double Bouquet Cell (2),cIR216_L4_DBC_8e5844bb23_0_0
635,NMLCL000714,Layer 4 Continuous Irregular Double Bouquet Cell (3),cIR216_L4_DBC_90f039ca46_0_0
636,NMLCL000715,Layer 4 Continuous Irregular Double Bouquet Cell (4),cIR216_L4_DBC_972df9520e_0_0
637,NMLCL000716,Layer 4 Continuous Irregular Double Bouquet Cell (5),cIR216_L4_DBC_e15869b926_0_0
638,NMLCL000717,Layer 4 Continuous Irregular Nest Basket Cell (1),cIR216_L4_NBC_724d9652d6_0_0
639,NMLCL000718,Layer 4 Continuous Irregular Nest Basket Cell (2),cIR216_L4_NBC_7eb58fa61e_0_0
640,NMLCL000719,Layer 4 Continuous Irregular Nest Basket Cell (3),cIR216_L4_NBC_8773d50bcd_0_0
641,NMLCL000720,Layer 4 Continuous Irregular Nest Basket Cell (4),cIR216_L4_NBC_c28326d13b_0_0
642,NMLCL000721,Layer 4 Continuous Irregular Nest Basket Cell (5),cIR216_L4_NBC_f53cc303cc_0_0
643,NMLCL000722,Layer 5 Continuous Irregular Double Bouquet Cell (1),cIR216_L5_DBC_30f853b5ca_0_0
644,NMLCL000723,Layer 5 Continuous Irregular Double Bouquet Cell (2),cIR216_L5_DBC_44eae19442_0_0
645,NMLCL000724,Layer 5 Continuous Irregular Double Bouquet Cell (3),cIR216_L5_DBC_5f1980557e_0_0
646,NMLCL000725,Layer 5 Continuous Irregular Double Bouquet Cell (4),cIR216_L5_DBC_b81a484394_0_0
647,NMLCL000726,Layer 5 Continuous Irregular Double Bouquet Cell (5),cIR216_L5_DBC_d8e0abdc7c_0_0
648,NMLCL000727,Layer 5 Continuous Irregular Large Basket Cell (1),cIR216_L5_LBC_34458d6725_0_0
649,NMLCL000728,Layer 5 Continuous Irregular Large Basket Cell (2),cIR216_L5_LBC_8ce13ea42d_0_0
650,NMLCL000729,Layer 5 Continuous Irregular Large Basket Cell (3),cIR216_L5_LBC_b2c5f59c1a_0_0
651,NMLCL000730,Layer 5 Continuous Irregular Large Basket Cell (4),cIR216_L5_LBC_c3984af99c_0_0
652,NMLCL000731,Layer 5 Continuous Irregular Large Basket Cell (5),cIR216_L5_LBC_c5448109e7_0_0
653,NMLCL000732,Layer 5 Continuous Irregular Nest Basket Cell (1),cIR216_L5_NBC_12baea0593_0_0
654,NMLCL000733,Layer 5 Continuous Irregular Nest Basket Cell (2),cIR216_L5_NBC_650c18e6aa_0_0
655,NMLCL000734,Layer 5 Continuous Irregular Nest Basket Cell (3),cIR216_L5_NBC_a17b13fac2_0_0
656,NMLCL000735,Layer 5 Continuous Irregular Nest Basket Cell (4),cIR216_L5_NBC_d30015ad95_0_0
657,NMLCL000736,Layer 5 Continuous Irregular Nest Basket Cell (5),cIR216_L5_NBC_ded84149de_0_0
658,NMLCL000737,Layer 6 Continuous Irregular Double Bouquet Cell (1),cIR216_L6_DBC_64c3ef1172_0_0
659,NMLCL000738,Layer 6 Continuous Irregular Double Bouquet Cell (2),cIR216_L6_DBC_65305c1be2_0_0
660,NMLCL000739,Layer 6 Continuous Irregular Double Bouquet Cell (3),cIR216_L6_DBC_9e6b867e51_0_0
661,NMLCL000740,Layer 6 Continuous Irregular Double Bouquet Cell (4),cIR216_L6_DBC_be42e7893c_0_0
662,NMLCL000741,Layer 6 Continuous Irregular Double Bouquet Cell (5),cIR216_L6_DBC_f7446db64e_0_0
663,NMLCL000742,Layer 6 Continuous Irregular Martinotti Cell (1),cIR216_L6_MC_87e499e11e_0_0
664,NMLCL000743,Layer 6 Continuous Irregular Martinotti Cell (2),cIR216_L6_MC_8f96a2b924_0_0
665,NMLCL000744,Layer 6 Continuous Irregular Martinotti Cell (3),cIR216_L6_MC_a405be0ec4_0_0
666,NMLCL000745,Layer 6 Continuous Irregular Martinotti Cell (4),cIR216_L6_MC_dc1f55aab0_0_0
667,NMLCL000746,Layer 6 Continuous Irregular Martinotti Cell (5),cIR216_L6_MC_e8d04feaa6_0_0
668,NMLCL000747,Layer 6 Continuous Irregular Nest Basket Cell (1),cIR216_L6_NBC_0546dde601_0_0
669,NMLCL000748,Layer 6 Continuous Irregular Nest Basket Cell (2),cIR216_L6_NBC_38e0d4fd81_0_0
670,NMLCL000749,Layer 6 Continuous Irregular Nest Basket Cell (3),cIR216_L6_NBC_4eea8c6853_0_0
671,NMLCL000750,Layer 6 Continuous Irregular Nest Basket Cell (4),cIR216_L6_NBC_656e1c0a2d_0_0
672,NMLCL000751,Layer 6 Continuous Irregular Nest Basket Cell (5),cIR216_L6_NBC_e6f3e8d1f4_0_0
673,NMLCL000752,Layer 1 Continuous Non-accommodating Descending Axon Cell (1),cNAC187_L1_DAC_1e259ec3b0_0_0
674,NMLCL000753,Layer 1 Continuous Non-accommodating Descending Axon Cell (2),cNAC187_L1_DAC_2e9c9967f8_0_0
675,NMLCL000754,Layer 1 Continuous Non-accommodating Descending Axon Cell (3),cNAC187_L1_DAC_81e928d216_0_0
676,NMLCL000755,Layer 1 Continuous Non-accommodating Descending Axon Cell (4),cNAC187_L1_DAC_8c45268d6a_0_0
677,NMLCL000756,Layer 1 Continuous Non-accommodating Descending Axon Cell (5),cNAC187_L1_DAC_a4cb1c245c_0_0
678,NMLCL000757,Layer 1 Continuous Non-accommodating Large Axon Cell (1),cNAC187_L1_DLAC_3a1208130a_0_0
679,NMLCL000758,Layer 1 Continuous Non-accommodating Large Axon Cell (2),cNAC187_L1_DLAC_4822ddb519_0_0
