,Model_ID,Model_Name,Filename
237,NMLCL000316,Layer 2/3 Burst Non-accommodating Martinotti Cell (5),bNAC219_L23_MC_b7a2c9d0ae_0_0
238,NMLCL000317,Layer 2/3 Burst Non-accommodating Nest Basket Cell (1),bNAC219_L23_NBC_01d2e3caa6_0_0
239,NMLCL000318,Layer 2/3 Burst Non-accommodating Nest Basket Cell (2),bNAC219_L23_NBC_6561f8d865_0_0
240,NMLCL000319,Layer 2/3 Burst Non-accommodating Nest Basket Cell (3),bNAC219_L23_NBC_68416e1f93_0_0
241,NMLCL000320,Layer 2/3 Burst Non-accommodating Nest Basket Cell (4),bNAC219_L23_NBC_d27deeaf6a_0_0
242,NMLCL000321,Layer 2/3 Burst Non-accommodating Nest Basket Cell (5),bNAC219_L23_NBC_ff73785e1d_0_0
243,NMLCL000322,Layer 2/3 Burst Non-accommodating Neurogliaform Cell (1),bNAC219_L23_NGC_025b2126a1_0_0
244,NMLCL000323,Layer 2/3 Burst Non-accommodating Neurogliaform Cell (2),bNAC219_L23_NGC_1c20d72451_0_0
245,NMLCL000324,Layer 2/3 Burst Non-accommodating Neurogliaform Cell (3),bNAC219_L23_NGC_2ed16864d8_0_0
246,NMLCL000325,Layer 2/3 Burst Non-accommodating Neurogliaform Cell (4),bNAC219_L23_NGC_8d6df1ab35_0_0
247,NMLCL000326,Layer 2/3 Burst Non-accommodating Neurogliaform Cell (5),bNAC219_L23_NGC_d600988347_0_0
248,NMLCL000327,Layer 2/3 Burst Non-accommodating Small Basket Cell (1),bNAC219_L23_SBC_1361ded4e5_0_0
249,NMLCL000328,Layer 2/3 Burst Non-accommodating Small Basket Cell (2),bNAC219_L23_SBC_6cab0b0a69_0_0
250,NMLCL000329,Layer 2/3 Burst Non-accommodating Small Basket Cell (3),bNAC219_L23_SBC_6d12eabed9_0_0
251,NMLCL000330,Layer 2/3 Burst Non-accommodating Small Basket Cell (4),bNAC219_L23_SBC_cf92e1b802_0_0
252,NMLCL000331,Layer 2/3 Burst Non-accommodating Small Basket Cell (5),bNAC219_L23_SBC_da4a711a61_0_0
253,NMLCL000332,Layer 4 Burst Non-accommodating Bipolar Cell (1),bNAC219_L4_BP_a436dc77d5_0_0
254,NMLCL000333,Layer 4 Burst Non-accommodating Bipolar Cell (2),bNAC219_L4_BP_a90620dca0_0_0
255,NMLCL000334,Layer 4 Burst Non-accommodating Bipolar Cell (3),bNAC219_L4_BP_b88746aff4_0_0
256,NMLCL000335,Layer 4 Burst Non-accommodating Bipolar Cell (4),bNAC219_L4_BP_c99c259f39_0_0
257,NMLCL000336,Layer 4 Burst Non-accommodating Bipolar Cell (5),bNAC219_L4_BP_ff2b6d7b3d_0_0
258,NMLCL000337,Layer 4 Burst Non-accommodating Double Bouquet Cell (1),bNAC219_L4_DBC_0d7219bf46_0_0
259,NMLCL000338,Layer 4 Burst Non-accommodating Double Bouquet Cell (2),bNAC219_L4_DBC_45e771bde6_0_0
260,NMLCL000339,Layer 4 Burst Non-accommodating Double Bouquet Cell (3),bNAC219_L4_DBC_519f8feedc_0_0
261,NMLCL000340,Layer 4 Burst Non-accommodating Double Bouquet Cell (4),bNAC219_L4_DBC_beb47bee0e_0_0
262,NMLCL000341,Layer 4 Burst Non-accommodating Double Bouquet Cell (5),bNAC219_L4_DBC_cf9508af7b_0_0
263,NMLCL000342,Layer 4 Burst Non-accommodating Martinotti Cell (1),bNAC219_L4_MC_29457dde26_0_0
264,NMLCL000343,Layer 4 Burst Non-accommodating Martinotti Cell (2),bNAC219_L4_MC_2eb83e1eed_0_0
265,NMLCL000344,Layer 4 Burst Non-accommodating Martinotti Cell (3),bNAC219_L4_MC_5fa0a62bd0_0_0
266,NMLCL000345,Layer 4 Burst Non-accommodating Martinotti Cell (4),bNAC219_L4_MC_8a4a02932c_0_0
267,NMLCL000346,Layer 4 Burst Non-accommodating Martinotti Cell (5),bNAC219_L4_MC_ba3c5063e4_0_0
268,NMLCL000347,Layer 4 Burst Non-accommodating Neurogliaform Cell (1),bNAC219_L4_NGC_1fcc3e1a56_0_0
269,NMLCL000348,Layer 4 Burst Non-accommodating Neurogliaform Cell (2),bNAC219_L4_NGC_3c9a6fcd96_0_0
270,NMLCL000349,Layer 4 Burst Non-accommodating Neurogliaform Cell (3),bNAC219_L4_NGC_52e552f939_0_0
271,NMLCL000350,Layer 4 Burst Non-accommodating Neurogliaform Cell (4),bNAC219_L4_NGC_c0136fa0a8_0_0
272,NMLCL000351,Layer 4 Burst Non-accommodating Neurogliaform Cell (5),bNAC219_L4_NGC_f7ede76c77_0_0
273,NMLCL000352,Layer 4 Burst Non-accommodating Small Basket Cell (1),bNAC219_L4_SBC_140df1eca7_0_0
274,NMLCL000353,Layer 4 Burst Non-accommodating Small Basket Cell (2),bNAC219_L4_SBC_20e5caa0d2_0_0
275,NMLCL000354,Layer 4 Burst Non-accommodating Small Basket Cell (3),bNAC219_L4_SBC_3845e9299a_0_0
276,NMLCL000355,Layer 4 Burst Non-accommodating Small Basket Cell (4),bNAC219_L4_SBC_a69bd53bb1_0_0
277,NMLCL000356,Layer 4 Burst Non-accommodating Small Basket Cell (5),bNAC219_L4_SBC_dbf40425f3_0_0
278,NMLCL000357,Layer 5 Burst Non-accommodating Bipolar Cell (1),bNAC219_L5_BP_46b0f41def_0_0
279,NMLCL000358,Layer 5 Burst Non-accommodating Bipolar Cell (2),bNAC219_L5_BP_77ea5abf2a_0_0
280,NMLCL000359,Layer 5 Burst Non-accommodating Bipolar Cell (3),bNAC219_L5_BP_aae4b53a29_0_0
281,NMLCL000360,Layer 5 Burst Non-accommodating Bipolar Cell (4),bNAC219_L5_BP_b022a66bd2_0_0
282,NMLCL000361,Layer 5 Burst Non-accommodating Bipolar Cell (5),bNAC219_L5_BP_bc09d28ed4_0_0
283,NMLCL000362,Layer 5 Burst Non-accommodating Double Bouquet Cell (1),bNAC219_L5_DBC_0024418c1a_0_0
284,NMLCL000363,Layer 5 Burst Non-accommodating Double Bouquet Cell (2),bNAC219_L5_DBC_0271760b42_0_0
285,NMLCL000364,Layer 5 Burst Non-accommodating Double Bouquet Cell (3),bNAC219_L5_DBC_8be7b81168_0_0
286,NMLCL000365,Layer 5 Burst Non-accommodating Double Bouquet Cell (4),bNAC219_L5_DBC_d56fbcd5cf_0_0
287,NMLCL000366,Layer 5 Burst Non-accommodating Double Bouquet Cell (5),bNAC219_L5_DBC_ec8ca02d79_0_0
288,NMLCL000367,Layer 5 Burst Non-accommodating Neurogliaform Cell (1),bNAC219_L5_NGC_0a55b16adf_0_0
289,NMLCL000368,Layer 5 Burst Non-accommodating Neurogliaform Cell (2),bNAC219_L5_NGC_59eea55c41_0_0
290,NMLCL000369,Layer 5 Burst Non-accommodating Neurogliaform Cell (3),bNAC219_L5_NGC_6186b7e85e_0_0
291,NMLCL000370,Layer 5 Burst Non-accommodating Neurogliaform Cell (4),bNAC219_L5_NGC_842d05dd57_0_0
292,NMLCL000371,Layer 5 Burst Non-accommodating Neurogliaform Cell (5),bNAC219_L5_NGC_c05e76271c_0_0
293,NMLCL000372,Layer 5 Burst Non-accommodating Small Basket Cell (1),bNAC219_L5_SBC_0e6ba49679_0_0
294,NMLCL000373,Layer 5 Burst Non-accommodating Small Basket Cell (2),bNAC219_L5_SBC_30bda13a76_0_0
295,NMLCL000374,Layer 5 Burst Non-accommodating Small Basket Cell (3),bNAC219_L5_SBC_77ab259b7f_0_0
296,NMLCL000375,Layer 5 Burst Non-accommodating Small Basket Cell (4),bNAC219_L5_SBC_80f2f8b43e_0_0
297,NMLCL000376,Layer 5 Burst Non-accommodating Small Basket Cell (5),bNAC219_L5_SBC_f02100dc02_0_0
298,NMLCL000377,Layer 6 Burst Non-accommodating Bipolar Cell (1),bNAC219_L6_BP_6f14cec977_0_0
299,NMLCL000378,Layer 6 Burst Non-accommodating Bipolar Cell (2),bNAC219_L6_BP_77ea5abf2a_0_0
300,NMLCL000379,Layer 6 Burst Non-accommodating Bipolar Cell (3),bNAC219_L6_BP_94e814803e_0_0
301,NMLCL000380,Layer 6 Burst Non-accommodating Bipolar Cell (4),bNAC219_L6_BP_b4ffa23859_0_0
302,NMLCL000381,Layer 6 Burst Non-accommodating Bipolar Cell (5),bNAC219_L6_BP_bf9275d56a_0_0
303,NMLCL000382,Layer 6 Burst Non-accommodating Double Bouquet Cell (1),bNAC219_L6_DBC_65305c1be2_0_0
304,NMLCL000383,Layer 6 Burst Non-accommodating Double Bouquet Cell (2),bNAC219_L6_DBC_9daccafbcb_0_0
305,NMLCL000384,Layer 6 Burst Non-accommodating Double Bouquet Cell (3),bNAC219_L6_DBC_b770304226_0_0
306,NMLCL000385,Layer 6 Burst Non-accommodating Double Bouquet Cell (4),bNAC219_L6_DBC_b8f064ed89_0_0
307,NMLCL000386,Layer 6 Burst Non-accommodating Double Bouquet Cell (5),bNAC219_L6_DBC_e08f2b8ef4_0_0
308,NMLCL000387,Layer 6 Burst Non-accommodating Large Basket Cell (1),bNAC219_L6_LBC_0491f28d21_0_0
309,NMLCL000388,Layer 6 Burst Non-accommodating Large Basket Cell (2),bNAC219_L6_LBC_9918304f5f_0_0
310,NMLCL000389,Layer 6 Burst Non-accommodating Large Basket Cell (3),bNAC219_L6_LBC_9f176c343a_0_0
311,NMLCL000390,Layer 6 Burst Non-accommodating Large Basket Cell (4),bNAC219_L6_LBC_c5d7d5e5ee_0_0
312,NMLCL000391,Layer 6 Burst Non-accommodating Large Basket Cell (5),bNAC219_L6_LBC_dbef3c6e51_0_0
313,NMLCL000392,Layer 6 Burst Non-accommodating Martinotti Cell (1),bNAC219_L6_MC_5597e4d536_0_0
314,NMLCL000393,Layer 6 Burst Non-accommodating Martinotti Cell (2),bNAC219_L6_MC_62cf39b45d_0_0
315,NMLCL000394,Layer 6 Burst Non-accommodating Martinotti Cell (3),bNAC219_L6_MC_6c575906a7_0_0
316,NMLCL000395,Layer 6 Burst Non-accommodating Martinotti Cell (4),bNAC219_L6_MC_d379cda689_0_0
317,NMLCL000396,Layer 6 Burst Non-accommodating Martinotti Cell (5),bNAC219_L6_MC_df869132b9_0_0
318,NMLCL000397,Layer 6 Burst Non-accommodating Neurogliaform Cell (1),bNAC219_L6_NGC_1cbc449022_0_0
319,NMLCL000398,Layer 6 Burst Non-accommodating Neurogliaform Cell (2),bNAC219_L6_NGC_6bf1113bb8_0_0
320,NMLCL000399,Layer 6 Burst Non-accommodating Neurogliaform Cell (3),bNAC219_L6_NGC_72634352c5_0_0
321,NMLCL000400,Layer 6 Burst Non-accommodating Neurogliaform Cell (4),bNAC219_L6_NGC_91137e1b70_0_0
322,NMLCL000401,Layer 6 Burst Non-accommodating Neurogliaform Cell (5),bNAC219_L6_NGC_982f5b1a82_0_0
323,NMLCL000402,Layer 6 Burst Non-accommodating Small Basket Cell (1),bNAC219_L6_SBC_28362da21f_0_0
324,NMLCL000403,Layer 6 Burst Non-accommodating Small Basket Cell (2),bNAC219_L6_SBC_6c1acec83a_0_0
325,NMLCL000404,Layer 6 Burst Non-accommodating Small Basket Cell (3),bNAC219_L6_SBC_6dbc1eb2b9_0_0
326,NMLCL000405,Layer 6 Burst Non-accommodating Small Basket Cell (4),bNAC219_L6_SBC_d20c9b88b4_0_0
327,NMLCL000406,Layer 6 Burst Non-accommodating Small Basket Cell (5),bNAC219_L6_SBC_fb9380858b_0_0
328,NMLCL000407,Layer 4 Burst Stuttering Bitufted Cell (1),bSTUT213_L4_BTC_32b27576a9_0_0
329,NMLCL000408,Layer 4 Burst Stuttering Bitufted Cell (2),bSTUT213_L4_BTC_62f17815ed_0_0
330,NMLCL000409,Layer 4 Burst Stuttering Bitufted Cell (3),bSTUT213_L4_BTC_8637afc75f_0_0
331,NMLCL000410,Layer 4 Burst Stuttering Bitufted Cell (4),bSTUT213_L4_BTC_93ff2bc104_0_0
332,NMLCL000411,Layer 4 Burst Stuttering Bitufted Cell (5),bSTUT213_L4_BTC_9c68c60c2f_0_0
333,NMLCL000412,Layer 4 Burst Stuttering Double Bouquet Cell (1),bSTUT213_L4_DBC_0c64ca4449_0_0
334,NMLCL000413,Layer 4 Burst Stuttering Double Bouquet Cell (2),bSTUT213_L4_DBC_23ffe29c8b_0_0
335,NMLCL000414,Layer 4 Burst Stuttering Double Bouquet Cell (3),bSTUT213_L4_DBC_c5d29c2b17_0_0
336,NMLCL000415,Layer 4 Burst Stuttering Double Bouquet Cell (4),bSTUT213_L4_DBC_c6dae7aa61_0_0
337,NMLCL000416,Layer 4 Burst Stuttering Double Bouquet Cell (5),bSTUT213_L4_DBC_cd818dfadf_0_0
338,NMLCL000417,Layer 5 Burst Stuttering Double Bouquet Cell (1),bSTUT213_L5_DBC_44eae19442_0_0
339,NMLCL000418,Layer 5 Burst Stuttering Double Bouquet Cell (2),bSTUT213_L5_DBC_ad487d347d_0_0
340,NMLCL000419,Layer 5 Burst Stuttering Double Bouquet Cell (3),bSTUT213_L5_DBC_b475d0949a_0_0
341,NMLCL000420,Layer 5 Burst Stuttering Double Bouquet Cell (4),bSTUT213_L5_DBC_b770304226_0_0
342,NMLCL000421,Layer 5 Burst Stuttering Double Bouquet Cell (5),bSTUT213_L5_DBC_ec8ca02d79_0_0
343,NMLCL000422,Layer 5 Burst Stuttering Martinotti Cell (1),bSTUT213_L5_MC_13c5267e91_0_0
344,NMLCL000423,Layer 5 Burst Stuttering Martinotti Cell (2),bSTUT213_L5_MC_162814b80d_0_0
345,NMLCL000424,Layer 5 Burst Stuttering Martinotti Cell (3),bSTUT213_L5_MC_8a4a02932c_0_0
346,NMLCL000425,Layer 5 Burst Stuttering Martinotti Cell (4),bSTUT213_L5_MC_abb77ac4ef_0_0
347,NMLCL000426,Layer 5 Burst Stuttering Martinotti Cell (5),bSTUT213_L5_MC_fdc7bd1d07_0_0
348,NMLCL000427,Layer 5 Burst Stuttering Nest Basket Cell (1),bSTUT213_L5_NBC_650c18e6aa_0_0
349,NMLCL000428,Layer 5 Burst Stuttering Nest Basket Cell (2),bSTUT213_L5_NBC_6c09f2f610_0_0
350,NMLCL000429,Layer 5 Burst Stuttering Nest Basket Cell (3),bSTUT213_L5_NBC_bb8fc44e15_0_0
351,NMLCL000430,Layer 5 Burst Stuttering Nest Basket Cell (4),bSTUT213_L5_NBC_e0eb22f024_0_0
352,NMLCL000431,Layer 5 Burst Stuttering Nest Basket Cell (5),bSTUT213_L5_NBC_e7c18ce52f_0_0
353,NMLCL000432,Layer 6 Burst Stuttering Double Bouquet Cell (1),bSTUT213_L6_DBC_4765d943f4_0_0
354,NMLCL000433,Layer 6 Burst Stuttering Double Bouquet Cell (2),bSTUT213_L6_DBC_65305c1be2_0_0
355,NMLCL000434,Layer 6 Burst Stuttering Double Bouquet Cell (3),bSTUT213_L6_DBC_eb2bf85006_0_0
356,NMLCL000435,Layer 6 Burst Stuttering Double Bouquet Cell (4),bSTUT213_L6_DBC_ed383a5814_0_0
357,NMLCL000436,Layer 6 Burst Stuttering Double Bouquet Cell (5),bSTUT213_L6_DBC_f56173144c_0_0
358,NMLCL000437,Layer 6 Burst Stuttering Large Basket Cell (1),bSTUT213_L6_LBC_0823165631_0_0
359,NMLCL000438,Layer 6 Burst Stuttering Large Basket Cell (2),bSTUT213_L6_LBC_40c756925d_0_0
360,NMLCL000439,Layer 6 Burst Stuttering Large Basket Cell (3),bSTUT213_L6_LBC_9961376dfe_0_0
361,NMLCL000440,Layer 6 Burst Stuttering Large Basket Cell (4),bSTUT213_L6_LBC_b4f69c277d_0_0
362,NMLCL000441,Layer 6 Burst Stuttering Large Basket Cell (5),bSTUT213_L6_LBC_e36a750de6_0_0
363,NMLCL000442,Layer 6 Burst Stuttering Martinotti Cell (1),bSTUT213_L6_MC_5597e4d536_0_0
364,NMLCL000443,Layer 6 Burst Stuttering Martinotti Cell (2),bSTUT213_L6_MC_8f46a0ad62_0_0
365,NMLCL000444,Layer 6 Burst Stuttering Martinotti Cell (3),bSTUT213_L6_MC_d379cda689_0_0
366,NMLCL000445,Layer 6 Burst Stuttering Martinotti Cell (4),bSTUT213_L6_MC_df869132b9_0_0
367,NMLCL000446,Layer 6 Burst Stuttering Martinotti Cell (5),bSTUT213_L6_MC_e8d04feaa6_0_0
368,NMLCL000447,Layer 6 Burst Stuttering Nest Basket Cell (1),bSTUT213_L6_NBC_1873e25157_0_0
369,NMLCL000448,Layer 6 Burst Stuttering Nest Basket Cell (2),bSTUT213_L6_NBC_4b88b7a151_0_0
370,NMLCL000449,Layer 6 Burst Stuttering Nest Basket Cell (3),bSTUT213_L6_NBC_91e841ee63_0_0
371,NMLCL000450,Layer 6 Burst Stuttering Nest Basket Cell (4),bSTUT213_L6_NBC_9c726011d7_0_0
372,NMLCL000451,Layer 6 Burst Stuttering Nest Basket Cell (5),bSTUT213_L6_NBC_a3ddbb0af0_0_0
373,NMLCL000452,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (1),cACint209_L1_NGCDA_3037dfc60f_0_0
374,NMLCL000453,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (2),cACint209_L1_NGCDA_3f6ea7fdea_0_0
375,NMLCL000454,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (3),cACint209_L1_NGCDA_79c9f5c53c_0_0
376,NMLCL000455,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (4),cACint209_L1_NGCDA_d8569cb244_0_0
377,NMLCL000456,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (5),cACint209_L1_NGCDA_f0e0c9b323_0_0
378,NMLCL000457,Layer 1 Continuous Accommodating Small Axon Cell (1),cACint209_L1_SLAC_0a908934ff_0_0
379,NMLCL000458,Layer 1 Continuous Accommodating Small Axon Cell (2),cACint209_L1_SLAC_23649a0c82_0_0
380,NMLCL000459,Layer 1 Continuous Accommodating Small Axon Cell (3),cACint209_L1_SLAC_76ffc1f69e_0_0
381,NMLCL000460,Layer 1 Continuous Accommodating Small Axon Cell (4),cACint209_L1_SLAC_8c41d76d82_0_0
382,NMLCL000461,Layer 1 Continuous Accommodating Small Axon Cell (5),cACint209_L1_SLAC_9fb2ec760b_0_0
383,NMLCL000462,Layer 2/3 Continuous Accommodating Bipolar Cell (1),cACint209_L23_BP_13d0a0f335_0_0
384,NMLCL000463,Layer 2/3 Continuous Accommodating Bipolar Cell (2),cACint209_L23_BP_4c3a004bfc_0_0
385,NMLCL000464,Layer 2/3 Continuous Accommodating Bipolar Cell (3),cACint209_L23_BP_898fda8796_0_0
386,NMLCL000465,Layer 2/3 Continuous Accommodating Bipolar Cell (4),cACint209_L23_BP_ca85cefc69_0_0
387,NMLCL000466,Layer 2/3 Continuous Accommodating Bipolar Cell (5),cACint209_L23_BP_e106330a2e_0_0
388,NMLCL000467,Layer 2/3 Continuous Accommodating Bitufted Cell (1),cACint209_L23_BTC_3ac7d39218_0_0
389,NMLCL000468,Layer 2/3 Continuous Accommodating Bitufted Cell (2),cACint209_L23_BTC_4f730ef7d0_0_0
390,NMLCL000469,Layer 2/3 Continuous Accommodating Bitufted Cell (3),cACint209_L23_BTC_59062d6e7d_0_0
391,NMLCL000470,Layer 2/3 Continuous Accommodating Bitufted Cell (4),cACint209_L23_BTC_acb33d4029_0_0
392,NMLCL000471,Layer 2/3 Continuous Accommodating Bitufted Cell (5),cACint209_L23_BTC_c745595fbe_0_0
393,NMLCL000472,Layer 2/3 Continuous Accommodating Chandelier Cell (1),cACint209_L23_ChC_34ad1ccef7_0_0
394,NMLCL000473,Layer 2/3 Continuous Accommodating Chandelier Cell (2),cACint209_L23_ChC_87b9dd7336_0_0
395,NMLCL000474,Layer 2/3 Continuous Accommodating Chandelier Cell (3),cACint209_L23_ChC_9b21151736_0_0
396,NMLCL000475,Layer 2/3 Continuous Accommodating Chandelier Cell (4),cACint209_L23_ChC_a7e068ee2e_0_0
397,NMLCL000476,Layer 2/3 Continuous Accommodating Chandelier Cell (5),cACint209_L23_ChC_cfcfe12e37_0_0
398,NMLCL000477,Layer 2/3 Continuous Accommodating Double Bouquet Cell (1),cACint209_L23_DBC_2907e308d8_0_0
399,NMLCL000478,Layer 2/3 Continuous Accommodating Double Bouquet Cell (2),cACint209_L23_DBC_4041312e0d_0_0
400,NMLCL000479,Layer 2/3 Continuous Accommodating Double Bouquet Cell (3),cACint209_L23_DBC_4114c4c36c_0_0
401,NMLCL000480,Layer 2/3 Continuous Accommodating Double Bouquet Cell (4),cACint209_L23_DBC_8060414f1a_0_0
402,NMLCL000481,Layer 2/3 Continuous Accommodating Double Bouquet Cell (5),cACint209_L23_DBC_d6b3e3e96c_0_0
403,NMLCL000482,Layer 2/3 Continuous Accommodating Large Basket Cell (1),cACint209_L23_LBC_10ecac904b_0_0
404,NMLCL000483,Layer 2/3 Continuous Accommodating Large Basket Cell (2),cACint209_L23_LBC_78b571a886_0_0
405,NMLCL000484,Layer 2/3 Continuous Accommodating Large Basket Cell (3),cACint209_L23_LBC_c6138544ab_0_0
406,NMLCL000485,Layer 2/3 Continuous Accommodating Large Basket Cell (4),cACint209_L23_LBC_d5fa8128ae_0_0
407,NMLCL000486,Layer 2/3 Continuous Accommodating Large Basket Cell (5),cACint209_L23_LBC_fece30537a_0_0
408,NMLCL000487,Layer 2/3 Continuous Accommodating Martinotti Cell (1),cACint209_L23_MC_31f333a601_0_0
409,NMLCL000488,Layer 2/3 Continuous Accommodating Martinotti Cell (2),cACint209_L23_MC_3303d0ff68_0_0
410,NMLCL000489,Layer 2/3 Continuous Accommodating Martinotti Cell (3),cACint209_L23_MC_55e4a7c88f_0_0
411,NMLCL000490,Layer 2/3 Continuous Accommodating Martinotti Cell (4),cACint209_L23_MC_940ffcbb27_0_0
412,NMLCL000491,Layer 2/3 Continuous Accommodating Martinotti Cell (5),cACint209_L23_MC_ba3c5063e4_0_0
413,NMLCL000492,Layer 2/3 Continuous Accommodating Nest Basket Cell (1),cACint209_L23_NBC_2d5f9c7a57_0_0
414,NMLCL000493,Layer 2/3 Continuous Accommodating Nest Basket Cell (2),cACint209_L23_NBC_2f018ce735_0_0
415,NMLCL000494,Layer 2/3 Continuous Accommodating Nest Basket Cell (3),cACint209_L23_NBC_7e8781b0f2_0_0
416,NMLCL000495,Layer 2/3 Continuous Accommodating Nest Basket Cell (4),cACint209_L23_NBC_ad562fc72b_0_0
417,NMLCL000496,Layer 2/3 Continuous Accommodating Nest Basket Cell (5),cACint209_L23_NBC_f831ad7a1f_0_0
418,NMLCL000497,Layer 2/3 Continuous Accommodating Neurogliaform Cell (1),cACint209_L23_NGC_5d66592f99_0_0
419,NMLCL000498,Layer 2/3 Continuous Accommodating Neurogliaform Cell (2),cACint209_L23_NGC_8a9ea95bee_0_0
420,NMLCL000499,Layer 2/3 Continuous Accommodating Neurogliaform Cell (3),cACint209_L23_NGC_90d34530b4_0_0
421,NMLCL000500,Layer 2/3 Continuous Accommodating Neurogliaform Cell (4),cACint209_L23_NGC_be2ffb9c7d_0_0
422,NMLCL000501,Layer 2/3 Continuous Accommodating Neurogliaform Cell (5),cACint209_L23_NGC_ec67e9ba9b_0_0
423,NMLCL000502,Layer 2/3 Continuous Accommodating Small Basket Cell (1),cACint209_L23_SBC_0869c1fd12_0_0
424,NMLCL000503,Layer 2/3 Continuous Accommodating Small Basket Cell (2),cACint209_L23_SBC_1fa95380bf_0_0
425,NMLCL000504,Layer 2/3 Continuous Accommodating Small Basket Cell (3),cACint209_L23_SBC_7b122f5ac9_0_0
426,NMLCL000505,Layer 2/3 Continuous Accommodating Small Basket Cell (4),cACint209_L23_SBC_afc0be559d_0_0
427,NMLCL000506,Layer 2/3 Continuous Accommodating Small Basket Cell (5),cACint209_L23_SBC_c2414afe0b_0_0
428,NMLCL000507,Layer 4 Continuous Accommodating Bipolar Cell (1),cACint209_L4_BP_5e74f0aae9_0_0
429,NMLCL000508,Layer 4 Continuous Accommodating Bipolar Cell (2),cACint209_L4_BP_a436dc77d5_0_0
430,NMLCL000509,Layer 4 Continuous Accommodating Bipolar Cell (3),cACint209_L4_BP_a90620dca0_0_0
431,NMLCL000510,Layer 4 Continuous Accommodating Bipolar Cell (4),cACint209_L4_BP_c99c259f39_0_0
432,NMLCL000511,Layer 4 Continuous Accommodating Bipolar Cell (5),cACint209_L4_BP_ff2b6d7b3d_0_0
433,NMLCL000512,Layer 4 Continuous Accommodating Bitufted Cell (1),cACint209_L4_BTC_04273604d2_0_0
434,NMLCL000513,Layer 4 Continuous Accommodating Bitufted Cell (2),cACint209_L4_BTC_20d24e55d5_0_0
435,NMLCL000514,Layer 4 Continuous Accommodating Bitufted Cell (3),cACint209_L4_BTC_6909c18187_0_0
436,NMLCL000515,Layer 4 Continuous Accommodating Bitufted Cell (4),cACint209_L4_BTC_87c80e7368_0_0
437,NMLCL000516,Layer 4 Continuous Accommodating Bitufted Cell (5),cACint209_L4_BTC_8af90b418f_0_0
438,NMLCL000517,Layer 4 Continuous Accommodating Chandelier Cell (1),cACint209_L4_ChC_2d707a8bcb_0_0
439,NMLCL000518,Layer 4 Continuous Accommodating Chandelier Cell (2),cACint209_L4_ChC_55f3c5c127_0_0
440,NMLCL000519,Layer 4 Continuous Accommodating Chandelier Cell (3),cACint209_L4_ChC_6d90400381_0_0
441,NMLCL000520,Layer 4 Continuous Accommodating Chandelier Cell (4),cACint209_L4_ChC_85076eeecc_0_0
442,NMLCL000521,Layer 4 Continuous Accommodating Chandelier Cell (5),cACint209_L4_ChC_a78ee53c37_0_0
443,NMLCL000522,Layer 4 Continuous Accommodating Double Bouquet Cell (1),cACint209_L4_DBC_280e20a247_0_0
444,NMLCL000523,Layer 4 Continuous Accommodating Double Bouquet Cell (2),cACint209_L4_DBC_78b422a17a_0_0
445,NMLCL000524,Layer 4 Continuous Accommodating Double Bouquet Cell (3),cACint209_L4_DBC_a7aa7154d8_0_0
446,NMLCL000525,Layer 4 Continuous Accommodating Double Bouquet Cell (4),cACint209_L4_DBC_cd818dfadf_0_0
447,NMLCL000526,Layer 4 Continuous Accommodating Double Bouquet Cell (5),cACint209_L4_DBC_e8a6fe8924_0_0
448,NMLCL000527,Layer 4 Continuous Accommodating Large Basket Cell (1),cACint209_L4_LBC_45f62e2816_0_0
449,NMLCL000528,Layer 4 Continuous Accommodating Large Basket Cell (2),cACint209_L4_LBC_66ec8fed8f_0_0
450,NMLCL000529,Layer 4 Continuous Accommodating Large Basket Cell (3),cACint209_L4_LBC_852c3c018f_0_0
451,NMLCL000530,Layer 4 Continuous Accommodating Large Basket Cell (4),cACint209_L4_LBC_baa757490e_0_0
452,NMLCL000531,Layer 4 Continuous Accommodating Large Basket Cell (5),cACint209_L4_LBC_db543bcdea_0_0
453,NMLCL000532,Layer 4 Continuous Accommodating Martinotti Cell (1),cACint209_L4_MC_5fa0a62bd0_0_0
454,NMLCL000533,Layer 4 Continuous Accommodating Martinotti Cell (2),cACint209_L4_MC_8a4a02932c_0_0
455,NMLCL000534,Layer 4 Continuous Accommodating Martinotti Cell (3),cACint209_L4_MC_ba3c5063e4_0_0
456,NMLCL000535,Layer 4 Continuous Accommodating Martinotti Cell (4),cACint209_L4_MC_f8c62d11b0_0_0
457,NMLCL000536,Layer 4 Continuous Accommodating Martinotti Cell (5),cACint209_L4_MC_fa0d941a0b_0_0
458,NMLCL000537,Layer 4 Continuous Accommodating Nest Basket Cell (1),cACint209_L4_NBC_2eca058e75_0_0
459,NMLCL000538,Layer 4 Continuous Accommodating Nest Basket Cell (2),cACint209_L4_NBC_3552e1f34a_0_0
460,NMLCL000539,Layer 4 Continuous Accommodating Nest Basket Cell (3),cACint209_L4_NBC_70775a2036_0_0
461,NMLCL000540,Layer 4 Continuous Accommodating Nest Basket Cell (4),cACint209_L4_NBC_7b7132634e_0_0
