Cell_ID,AP1Amplitude,AP2Amplitude,AP12AmplitudeDrop,AP12AmplitudeChangePercent,AP1SSAmplitudeChange,AP1WidthHalfHeight,AP2WidthHalfHeight,AP12HalfWidthChangePercent,AP1WidthPeakToTrough,AP2WidthPeakToTrough,AP1RateOfChangePeakToTrough,AP2RateOfChangePeakToTrough,AP12RateOfChangePeakToTroughPercentChange,AP1AHPDepth,AP2AHPDepth,AP12AHPDepthPercentChange,AP1DelayMean,AP2DelayMean,AP1DelaySD,AP2DelaySD,AP1DelayMeanStrongStim,AP2DelayMeanStrongStim,AP1DelaySDStrongStim,AP2DelaySDStrongStim,Burst1ISIMean,Burst1ISIMeanStrongStim,Burst1ISISD,Burst1ISISDStrongStim,InitialAccommodationMean,SSAccommodationMean,AccommodationRateToSS,AccommodationAtSSMean,AccommodationRateMeanAtSS,ISIMedian,ISICV,ISIBurstMeanChange,SpikeRateStrongStim,InputResistance,SteadyStateAPs,FrequencyPassAbove,FrequencyPassBelow,RampFirstSpike
NMLCL000096,76.06506666610609,74.5734583317933,1.4916083343127702,-1.96096368502549,2.2606863315728103,0.5,0.5,0.0,3.0,3.04999999999995,-32.086378888606504,-31.1174469936412,-3.01976080981012,20.1940699997136,20.334754998811,0.6966649075665601,17.42,65.5,0.0,0.0,5.430000000000058,29.96,0.0,0.0,55.585,25.9649999999999,0.0,0.0,-50.0,-50.0,-0.0957524225362902,-83.69750711603021,162.92741168570498,204.07999999999905,3.0709438564528195,31.2188019966719,10.5,344.10333714737504,0,29.0,143.0,2052.59
NMLCL000097,84.79494399807079,83.3698699921201,1.42507400595071,-1.68061200203532,2.11220263709468,0.4,0.4,0.0,2.25,2.26999999999998,-47.3614434177921,-46.3536219570053,-2.12793654090399,21.768303691961304,21.8528518502811,0.3884003067770661,14.3899999999999,57.3800000000001,0.0,0.0,4.65000000000009,28.1600000000001,0.0,0.0,48.605,24.7400000000001,0.0,0.0,-50.0,-25.0,-0.0525430853299706,-84.6787595735413,141.729800725876,186.29,3.16640736005062,26.1223540358211,11.5,655.788905080342,0,29.0,79.8102412692722,2045.69
NMLCL000098,83.35745600159791,82.2112599910485,1.14619601054947,-1.37503717787105,1.07192013756132,0.42,0.42,0.0,2.04999999999995,2.04999999999995,-52.0403785372159,-51.60862856632811,-0.829644178277899,23.325319999692397,23.5864285699219,1.1194211707833102,14.4100000000001,60.60999999999989,0.0,0.0,3.8600000000000096,27.72,0.0,0.0,54.175,25.1200000000001,0.0,0.0,-50.0,-50.0,-0.100178317404981,-83.6335780121043,163.493630107897,198.54,3.06658986415398,34.5238095238103,11.0,610.6576154928,0,29.0,143.0,2056.44
NMLCL000099,68.8976399994792,68.2866400060265,0.610999993452694,-0.886822819268283,0.954412341561252,0.59,0.59,0.0,11.8099999999999,12.5999999999999,-6.854409101108558,-6.408537851294169,-6.5048823791722405,12.0529314846125,12.4609369202794,3.3851137060543,45.29,131.38,0.0,0.0,14.8900000000001,51.77,0.0,0.0,103.825,39.165,0.0,0.0,-66.6666666666667,-66.6666666666667,-1.0,-72.9587705278977,265.702897900325,267.6,3.16936113293568,41.201068649087894,8.5,401.42485461954203,0,29.0,54.7106795269681,2117.6
NMLCL000100,68.7069040016432,70.70570000232641,-1.99879600068319,2.90916324891511,-0.211203582044035,0.46,0.46,-1.20676415720126e-14,3.16000000000008,3.1400000000001,-29.4626911396285,-30.3325792543055,2.9525073271629703,24.3951999995854,24.538598856195804,0.5878158679283411,20.869999999999894,68.55,0.0,0.0,5.16999999999985,28.6700000000003,0.0,0.0,52.08,25.0650000000001,0.0,0.0,-50.0,-25.0,-0.0532833180587821,-81.9673428455542,165.89207724149202,188.59,3.22349807285254,18.4563758389261,11.5,473.96509995033205,0,29.0,54.295463211745215,2044.28
NMLCL000101,74.0417333345987,73.4438320006181,0.597901333980616,-0.8075193638142779,0.854702271619018,0.55,0.55,0.0,6.41000000000008,6.8900000000001,-14.596844745006402,-13.5353823041734,-7.2718622371874915,19.5240414808935,19.8149520751379,1.49001217052882,27.8699999999999,92.6900000000001,0.0,0.0,9.970000000000027,41.6500000000001,0.0,0.0,103.09,34.005,0.0,0.0,-66.6666666666667,-33.3333333333333,-0.0640619094292725,-79.96734578572791,203.81685170563802,273.145,3.0068117609866603,118.08083924714501,8.0,760.43042838526,0,29.0,70.11848315384829,2084.05
NMLCL000102,57.06792480049671,49.8259120010076,7.2420127994891,-12.690163213059499,57.06792480049671,0.92,1.19,29.347826086956506,8.619999999999889,10.819999999999899,-8.501583254907251,-6.042028927896942,-28.9305445028797,16.2157228568029,15.548840998836999,-4.11256324405064,22.34,80.54,0.0,0.0,8.529999999999971,37.2,0.0,0.0,191.64,31.585,2.8421709430404e-14,0.0,-50.0,-100.0,-1.0,-82.4043374416755,10.0,299.71,2.09610244586435,458.55670103092797,4.0,467.018263436801,0,29.0,59.7811007730062,2056.99
NMLCL000103,74.76013142921579,73.36793999813241,1.39219143108345,-1.8622110534966103,1.96965404381736,0.51,0.51,-2.17690789142188e-14,3.78999999999996,4.03999999999996,-25.262732036676002,-23.478916629868998,-7.0610550126459,20.985622989785305,21.4868831865375,2.38858859227663,22.6299999999999,78.65000000000009,0.0,0.0,7.70000000000005,35.76,0.0,0.0,70.83,29.795,0.0,0.0,-33.3333333333333,-66.6666666666667,-1.0,-82.86800373211359,169.161599336014,233.11,2.8839083894836497,52.8739735808632,9.5,399.173842116204,0,29.0,54.3333391678152,2073.86
NMLCL000104,77.69966499968679,68.59042666869122,9.109238330995641,-11.723652001630098,12.927254617635699,0.44,0.47,6.8181818181818,2.6799999999999504,2.8900000000001,-38.362961028027705,-32.6079155055387,-15.001567575256699,25.1130705554255,25.646449142319003,2.12390828798245,7.889999999999992,45.77,0.0,0.0,3.2100000000001496,21.8800000000001,0.0,0.0,82.6450000000001,19.99,1.4210854715202e-14,0.0,-25.0,-50.0,-0.0972705873198062,-78.05624856934,112.861660697899,168.285,4.10784602119621,236.351636747624,12.5,221.23639685101105,0,29.0,143.0,2129.58
NMLCL000105,70.88921523738401,69.2752076213481,1.6140076160358798,-2.27680276983052,3.32414487684812,0.54,0.56,3.70370370370373,5.28999999999996,5.69000000000005,-16.786905464820098,-15.267044718106801,-9.05384705893756,17.9135146715135,17.594276824680602,-1.78210615106505,17.17,62.73,0.0,0.0,6.220000000000138,30.26,0.0,0.0,52.96,25.5499999999999,0.0,0.0,-50.0,-50.0,-0.154564283285418,-85.49170802636151,146.03359308973998,203.27,3.0192113707423403,32.484635645302504,10.5,306.812599063567,0,29.0,143.0,2038.24
NMLCL000106,69.1400719999547,67.9696266702014,1.1704453297533202,-1.69286102240982,1.5789119544660202,0.59,0.59,0.0,5.05999999999995,5.32999999999993,-17.942026556238503,-16.894662932271398,-5.83748787063865,21.6465823746114,22.0789267588037,1.99728703917455,30.9400000000001,100.51,0.0,0.0,10.8099999999999,43.4100000000001,0.0,0.0,116.08,35.2550000000001,0.0,0.0,-33.3333333333333,-33.3333333333333,-0.0605323212329223,-77.6038861358398,206.569550340732,278.025,3.19454178904476,133.707057639787,8.0,349.15114902763395,0,29.0,143.0,2091.18
NMLCL000107,78.4408500026775,77.8926680085475,0.548181994130005,-0.698847595495577,0.8725087216386809,0.43,0.43,1.2909570053780899e-14,2.04999999999995,2.03999999999996,-48.4669278571475,-48.35916254226271,-0.222348144702734,20.9163521044727,20.7600235776667,-0.7473986191528249,25.1199999999999,82.6400000000001,0.0,0.0,5.25,31.3399999999999,0.0,0.0,63.300000000000104,27.205,0.0,0.0,-50.0,-50.0,-0.0824130542277897,-76.5089660650328,242.706598076587,186.26,3.2435941341981103,20.097357440889606,12.0,209.82685918480598,0,29.0,44.332620385477,2073.13
